ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesAmount
354,20220106,20220118,20220113,12350,2071.4196
377,20220107,20220119,20220114,16054,2181.5625
377,20220107,20220119,20220114,12934,2181.5625
343,20220107,20220119,20220114,19931,782.99
379,20220107,20220119,20220114,21215,2181.5625
321,20220107,20220119,20220114,25958,782.99
343,20220107,20220119,20220114,26023,782.99
383,20220107,20220119,20220114,13993,1000.4375
354,20220108,20220120,20220115,26174,2071.4196
387,20220108,20220120,20220115,18130,1000.4375
373,20220108,20220120,20220115,16033,2181.5625
387,20220108,20220120,20220115,13986,1000.4375
325,20220108,20220120,20220115,19924,782.99
368,20220108,20220120,20220115,13063,2443.35
375,20220108,20220120,20220115,13202,2181.5625
360,20220108,20220120,20220115,26238,2049.0982
333,20220108,20220120,20220115,15191,782.99
369,20220108,20220120,20220115,21216,2443.35
362,20220108,20220120,20220115,12573,2049.0982
339,20220108,20220120,20220115,26020,782.99
377,20220109,20220121,20220116,15702,2181.5625
370,20220109,20220121,20220116,15357,2443.35
377,20220109,20220121,20220116,13068,2181.5625
375,20220109,20220121,20220116,13161,2181.5625
371,20220109,20220121,20220116,13173,2181.5625
375,20220109,20220121,20220116,13225,2181.5625
352,20220109,20220121,20220116,26249,2071.4196
360,20220109,20220121,20220116,12356,2049.0982
356,20220110,20220122,20220117,11568,2071.4196
352,20220110,20220122,20220117,11610,2071.4196
377,20220110,20220122,20220117,15929,2181.5625
379,20220110,20220122,20220117,12942,2181.5625
379,20220110,20220122,20220117,12949,2181.5625
371,20220110,20220122,20220117,12975,2181.5625
337,20220110,20220122,20220117,19069,782.99
375,20220110,20220122,20220117,13178,2181.5625
373,20220110,20220122,20220117,13190,2181.5625
354,20220110,20220122,20220117,26201,2071.4196
333,20220110,20220122,20220117,15195,782.99
358,20220110,20220122,20220117,12342,2049.0982
358,20220111,20220123,20220118,28506,2049.0982
379,20220111,20220123,20220118,12930,2181.5625
369,20220111,20220123,20220118,13016,2443.35
373,20220111,20220123,20220118,13083,2181.5625
375,20220111,20220123,20220118,13214,2181.5625
373,20220111,20220123,20220118,24977,2181.5625
362,20220111,20220123,20220118,26234,2049.0982
360,20220111,20220123,20220118,26247,2049.0982
371,20220111,20220123,20220118,21197,2181.5625
368,20220111,20220123,20220118,21201,2443.35
371,20220112,20220124,20220119,13662,2181.5625
370,20220112,20220124,20220119,13019,2443.35
368,20220112,20220124,20220119,25094,2443.35
337,20220112,20220124,20220119,15188,782.99
379,20220113,20220125,20220120,13595,2181.5625
323,20220113,20220125,20220120,19052,782.99
373,20220113,20220125,20220120,13055,2181.5625
370,20220113,20220125,20220120,21195,2443.35
354,20220113,20220125,20220120,12339,2071.4196
360,20220113,20220125,20220120,12347,2049.0982
371,20220114,20220126,20220121,13766,2181.5625
370,20220114,20220126,20220121,15622,2443.35
369,20220114,20220126,20220121,12941,2443.35
371,20220114,20220126,20220121,13069,2181.5625
379,20220114,20220126,20220121,13152,2181.5625
371,20220114,20220126,20220121,13165,2181.5625
375,20220114,20220126,20220121,25093,2181.5625
370,20220114,20220126,20220121,13230,2443.35
356,20220114,20220126,20220121,26121,2071.4196
369,20220114,20220126,20220121,21211,2443.35
368,20220114,20220126,20220121,21001,2443.35
352,20220115,20220127,20220122,28510,2071.4196
377,20220115,20220127,20220122,24824,2181.5625
325,20220115,20220127,20220122,15155,782.99
323,20220115,20220127,20220122,15193,782.99
385,20220115,20220127,20220122,24608,1000.4375
354,20220115,20220127,20220122,12574,2071.4196
360,20220115,20220127,20220122,12575,2049.0982
373,20220116,20220128,20220123,13799,2181.5625
385,20220116,20220128,20220123,13990,1000.4375
369,20220116,20220128,20220123,24786,2443.35
337,20220116,20220128,20220123,19910,782.99
369,20220116,20220128,20220123,13066,2443.35
352,20220116,20220128,20220123,20188,2071.4196
354,20220116,20220128,20220123,12360,2071.4196
379,20220116,20220128,20220123,12923,2181.5625
371,20220117,20220129,20220124,13768,2181.5625
377,20220117,20220129,20220124,13769,2181.5625
381,20220117,20220129,20220124,14003,1000.4375
375,20220117,20220129,20220124,12922,2181.5625
375,20220117,20220129,20220124,24817,2181.5625
369,20220117,20220129,20220124,13058,2443.35
371,20220117,20220129,20220124,13174,2181.5625
321,20220117,20220129,20220124,15166,782.99
375,20220117,20220129,20220124,21168,2181.5625
358,20220117,20220129,20220124,12343,2049.0982
358,20220118,20220130,20220125,11603,2049.0982
373,20220118,20220130,20220125,13575,2181.5625
371,20220118,20220130,20220125,13793,2181.5625
371,20220118,20220130,20220125,16201,2181.5625
370,20220118,20220130,20220125,24960,2443.35
370,20220118,20220130,20220125,13221,2443.35
360,20220118,20220130,20220125,20209,2049.0982
333,20220118,20220130,20220125,15194,782.99
368,20220118,20220130,20220125,21192,2443.35
375,20220118,20220130,20220125,20997,2181.5625
379,20220119,20220131,20220126,15117,2181.5625
370,20220119,20220131,20220126,12935,2443.35
371,20220119,20220131,20220126,13064,2181.5625
370,20220119,20220131,20220126,13067,2443.35
370,20220119,20220131,20220126,13205,2443.35
371,20220119,20220131,20220126,21180,2181.5625
377,20220119,20220131,20220126,21214,2181.5625
362,20220120,20220201,20220127,11550,2049.0982
362,20220120,20220201,20220127,11575,2049.0982
373,20220120,20220201,20220127,16045,2181.5625
375,20220120,20220201,20220127,15456,2181.5625
369,20220120,20220201,20220127,12981,2443.35
377,20220120,20220201,20220127,13029,2181.5625
369,20220120,20220201,20220127,13189,2443.35
379,20220121,20220202,20220128,13577,2181.5625
368,20220121,20220202,20220128,13605,2443.35
370,20220121,20220202,20220128,13800,2443.35
385,20220121,20220202,20220128,19186,1000.4375
377,20220121,20220202,20220128,21167,2181.5625
381,20220121,20220202,20220128,24606,1000.4375
362,20220122,20220203,20220129,11470,2049.0982
375,20220122,20220203,20220129,15084,2181.5625
370,20220122,20220203,20220129,12926,2443.35
369,20220122,20220203,20220129,25061,2443.35
379,20220122,20220203,20220129,13224,2181.5625
335,20220122,20220203,20220129,15167,782.99
354,20220122,20220203,20220129,12572,2071.4196
343,20220122,20220203,20220129,25960,782.99
352,20220122,20220203,20220129,26241,2071.4196
368,20220123,20220204,20220130,13565,2443.35
373,20220123,20220204,20220130,15933,2181.5625
377,20220123,20220204,20220130,28669,2181.5625
362,20220123,20220204,20220130,12340,2049.0982
325,20220123,20220204,20220130,26021,782.99
383,20220124,20220205,20220131,19173,1000.4375
368,20220124,20220205,20220131,12921,2443.35
325,20220124,20220205,20220131,20592,782.99
370,20220124,20220205,20220131,13086,2443.35
369,20220124,20220205,20220131,28659,2443.35
356,20220124,20220205,20220131,26120,2071.4196
354,20220124,20220205,20220131,26183,2071.4196
333,20220124,20220205,20220131,15189,782.99
368,20220124,20220205,20220131,21179,2443.35
369,20220124,20220205,20220131,21205,2443.35
381,20220125,20220206,20220201,13999,1000.4375
375,20220125,20220206,20220201,21194,2181.5625
375,20220125,20220206,20220201,21203,2181.5625
375,20220125,20220206,20220201,21000,2181.5625
354,20220125,20220206,20220201,12353,2071.4196
387,20220126,20220207,20220202,17080,1000.4375
375,20220126,20220207,20220202,16053,2181.5625
368,20220126,20220207,20220202,12950,2443.35
368,20220126,20220207,20220202,13087,2443.35
370,20220126,20220207,20220202,21189,2443.35
379,20220126,20220207,20220202,20998,2181.5625
331,20220127,20220208,20220203,20710,782.99
377,20220127,20220208,20220203,24832,2181.5625
377,20220127,20220208,20220203,13177,2181.5625
375,20220127,20220208,20220203,13212,2181.5625
356,20220127,20220208,20220203,26245,2071.4196
362,20220127,20220208,20220203,26276,2049.0982
329,20220127,20220208,20220203,15196,782.99
371,20220127,20220208,20220203,21202,2181.5625
343,20220127,20220208,20220203,26022,782.99
362,20220127,20220208,20220203,11481,2049.0982
362,20220128,20220209,20220204,11609,2049.0982
371,20220128,20220209,20220204,15454,2181.5625
368,20220128,20220209,20220204,13088,2443.35
369,20220128,20220209,20220204,13176,2443.35
375,20220128,20220209,20220204,13203,2181.5625
373,20220128,20220209,20220204,21165,2181.5625
377,20220128,20220209,20220204,21169,2181.5625
362,20220128,20220209,20220204,12348,2049.0982
356,20220128,20220209,20220204,12358,2071.4196
370,20220129,20220210,20220205,13246,2443.35
383,20220129,20220210,20220205,14017,1000.4375
387,20220129,20220210,20220205,14025,1000.4375
369,20220129,20220210,20220205,15667,2443.35
341,20220129,20220210,20220205,20062,782.99
369,20220129,20220210,20220205,25287,2443.35
362,20220129,20220210,20220205,26293,2049.0982
360,20220129,20220210,20220205,12685,2049.0982
362,20220129,20220210,20220205,12588,2049.0982
369,20220130,20220211,20220206,16329,2443.35
375,20220130,20220211,20220206,13248,2181.5625
375,20220130,20220211,20220206,13359,2181.5625
360,20220130,20220211,20220206,26302,2049.0982
341,20220130,20220211,20220206,15203,782.99
323,20220130,20220211,20220206,15254,782.99
329,20220130,20220211,20220206,15288,782.99
370,20220130,20220211,20220206,21561,2443.35
379,20220131,20220212,20220207,16311,2181.5625
373,20220131,20220212,20220207,13378,2181.5625
377,20220131,20220212,20220207,13383,2181.5625
369,20220131,20220212,20220207,13274,2443.35
341,20220131,20220212,20220207,15284,782.99
377,20220131,20220212,20220207,21394,2181.5625
354,20220201,20220213,20220208,28532,2071.4196
369,20220201,20220213,20220208,28802,2443.35
369,20220201,20220213,20220208,13380,2443.35
377,20220201,20220213,20220208,15664,2181.5625
370,20220201,20220213,20220208,25095,2443.35
354,20220201,20220213,20220208,26283,2071.4196
370,20220201,20220213,20220208,21257,2443.35
360,20220201,20220213,20220208,12667,2049.0982
325,20220201,20220213,20220208,26134,782.99
360,20220202,20220214,20220209,11612,2049.0982
371,20220202,20220214,20220209,16260,2181.5625
370,20220202,20220214,20220209,13424,2443.35
368,20220202,20220214,20220209,13369,2443.35
379,20220202,20220214,20220209,13279,2181.5625
371,20220202,20220214,20220209,13319,2181.5625
369,20220202,20220214,20220209,25361,2443.35
352,20220203,20220215,20220210,11616,2071.4196
369,20220203,20220215,20220210,13839,2443.35
375,20220203,20220215,20220210,28819,2181.5625
370,20220203,20220215,20220210,28850,2443.35
369,20220203,20220215,20220210,25100,2443.35
356,20220203,20220215,20220210,20318,2071.4196
343,20220203,20220215,20220210,15255,782.99
373,20220203,20220215,20220210,21387,2181.5625
370,20220203,20220215,20220210,21393,2443.35
387,20220203,20220215,20220210,24611,1000.4375
354,20220203,20220215,20220210,12586,2071.4196
362,20220203,20220215,20220210,28541,2049.0982
368,20220204,20220216,20220211,16275,2443.35
381,20220204,20220216,20220211,14006,1000.4375
375,20220204,20220216,20220211,28832,2181.5625
371,20220204,20220216,20220211,13362,2181.5625
371,20220204,20220216,20220211,25408,2181.5625
371,20220204,20220216,20220211,13384,2181.5625
375,20220204,20220216,20220211,13325,2181.5625
371,20220204,20220216,20220211,13326,2181.5625
371,20220204,20220216,20220211,21258,2181.5625
368,20220204,20220216,20220211,21556,2443.35
352,20220204,20220216,20220211,12677,2071.4196
375,20220205,20220217,20220212,16406,2181.5625
371,20220205,20220217,20220212,13243,2181.5625
375,20220205,20220217,20220212,13283,2181.5625
379,20220205,20220217,20220212,13357,2181.5625
354,20220205,20220217,20220212,26296,2071.4196
343,20220205,20220217,20220212,27027,782.99
379,20220205,20220217,20220212,21389,2181.5625
371,20220205,20220217,20220212,13348,2181.5625
379,20220206,20220218,20220213,16308,2181.5625
375,20220206,20220218,20220213,13238,2181.5625
356,20220206,20220218,20220213,26290,2071.4196
371,20220206,20220218,20220213,21225,2181.5625
369,20220206,20220218,20220213,21230,2443.35
362,20220206,20220218,20220213,12684,2049.0982
343,20220206,20220218,20220213,26033,782.99
339,20220206,20220218,20220213,26131,782.99
389,20220207,20220219,20220214,18133,1000.4375
375,20220207,20220219,20220214,13324,2181.5625
377,20220207,20220219,20220214,21259,2181.5625
360,20220207,20220219,20220214,12669,2049.0982
370,20220208,20220220,20220215,15625,2443.35
370,20220208,20220220,20220215,25363,2443.35
360,20220208,20220220,20220215,28547,2049.0982
321,20220208,20220220,20220215,26024,782.99
335,20220208,20220220,20220215,26133,782.99
370,20220209,20220221,20220216,13801,2443.35
373,20220209,20220221,20220216,28837,2181.5625
369,20220209,20220221,20220216,25864,2443.35
360,20220209,20220221,20220216,26280,2049.0982
362,20220209,20220221,20220216,26300,2049.0982
369,20220209,20220221,20220216,21403,2443.35
375,20220209,20220221,20220216,21408,2181.5625
371,20220209,20220221,20220216,21418,2181.5625
362,20220209,20220221,20220216,12671,2049.0982
360,20220210,20220222,20220217,12123,2049.0982
370,20220210,20220222,20220217,15649,2443.35
368,20220210,20220222,20220217,15656,2443.35
375,20220210,20220222,20220217,13419,2181.5625
377,20220210,20220222,20220217,13286,2181.5625
352,20220210,20220222,20220217,26281,2071.4196
377,20220210,20220222,20220217,21228,2181.5625
373,20220210,20220222,20220217,21552,2181.5625
352,20220210,20220222,20220217,12668,2071.4196
356,20220210,20220222,20220217,12675,2071.4196
354,20220210,20220222,20220217,12584,2071.4196
368,20220210,20220222,20220217,13812,2443.35
358,20220211,20220223,20220218,11492,2049.0982
381,20220211,20220223,20220218,14022,1000.4375
383,20220211,20220223,20220218,14026,1000.4375
377,20220211,20220223,20220218,28848,2181.5625
370,20220211,20220223,20220218,13287,2443.35
368,20220211,20220223,20220218,13329,2443.35
354,20220211,20220223,20220218,26298,2071.4196
335,20220211,20220223,20220218,15200,782.99
379,20220211,20220223,20220218,21380,2181.5625
356,20220211,20220223,20220218,12133,2071.4196
371,20220212,20220224,20220219,13806,2181.5625
385,20220212,20220224,20220219,18134,1000.4375
389,20220212,20220224,20220219,19253,1000.4375
373,20220212,20220224,20220219,28818,2181.5625
369,20220212,20220224,20220219,25892,2443.35
379,20220212,20220224,20220219,13382,2181.5625
371,20220212,20220224,20220219,16328,2181.5625
329,20220212,20220224,20220219,20162,782.99
377,20220212,20220224,20220219,13269,2181.5625
371,20220212,20220224,20220219,13355,2181.5625
362,20220212,20220224,20220219,26286,2049.0982
377,20220212,20220224,20220219,21218,2181.5625
370,20220213,20220225,20220220,14169,2443.35
323,20220213,20220225,20220220,20051,782.99
373,20220213,20220225,20220220,13247,2181.5625
356,20220213,20220225,20220220,26277,2071.4196
356,20220213,20220225,20220220,26285,2071.4196
370,20220214,20220226,20220221,25883,2443.35
377,20220214,20220226,20220221,25371,2181.5625
352,20220214,20220226,20220221,26301,2071.4196
333,20220214,20220226,20220221,15256,782.99
337,20220214,20220226,20220221,27043,782.99
369,20220214,20220226,20220221,21359,2443.35
370,20220214,20220226,20220221,21379,2443.35
389,20220214,20220226,20220221,24609,1000.4375
362,20220214,20220226,20220221,12578,2049.0982
360,20220214,20220226,20220221,12580,2049.0982
377,20220215,20220227,20220222,16287,2181.5625
389,20220215,20220227,20220222,19195,1000.4375
368,20220215,20220227,20220222,28836,2443.35
360,20220215,20220227,20220222,26299,2049.0982
375,20220215,20220227,20220222,21222,2181.5625
369,20220215,20220227,20220222,21361,2443.35
362,20220215,20220227,20220222,12577,2049.0982
358,20220215,20220227,20220222,12579,2049.0982
370,20220216,20220228,20220223,13823,2443.35
381,20220216,20220228,20220223,26316,1000.4375
370,20220216,20220228,20220223,25875,2443.35
369,20220216,20220228,20220223,15659,2443.35
375,20220216,20220228,20220223,13277,2181.5625
368,20220216,20220228,20220223,13314,2443.35
375,20220216,20220228,20220223,25288,2181.5625
375,20220216,20220228,20220223,13237,2181.5625
358,20220216,20220228,20220223,26295,2049.0982
371,20220216,20220228,20220223,21256,2181.5625
362,20220216,20220228,20220223,11564,2049.0982
373,20220217,20220228,20220224,15627,2181.5625
379,20220217,20220228,20220224,16250,2181.5625
389,20220217,20220228,20220224,19260,1000.4375
375,20220217,20220228,20220224,16317,2181.5625
385,20220217,20220228,20220224,14023,1000.4375
368,20220217,20220228,20220224,28834,2443.35
370,20220217,20220228,20220224,16405,2443.35
371,20220217,20220228,20220224,21384,2181.5625
381,20220217,20220228,20220224,24612,1000.4375
368,20220217,20220228,20220224,21559,2443.35
362,20220217,20220228,20220224,28540,2049.0982
339,20220217,20220228,20220224,20712,782.99
385,20220218,20220301,20220225,19193,1000.4375
375,20220218,20220301,20220225,16420,2181.5625
343,20220218,20220301,20220225,20713,782.99
371,20220218,20220301,20220225,13292,2181.5625
375,20220218,20220301,20220225,13340,2181.5625
377,20220218,20220301,20220225,13346,2181.5625
379,20220218,20220301,20220225,21217,2181.5625
377,20220218,20220301,20220225,21226,2181.5625
352,20220218,20220301,20220225,12676,2071.4196
356,20220218,20220301,20220225,12683,2071.4196
333,20220219,20220302,20220226,15276,782.99
358,20220219,20220302,20220226,11561,2049.0982
373,20220219,20220302,20220226,16417,2181.5625
368,20220219,20220302,20220226,14141,2443.35
377,20220219,20220302,20220226,13298,2181.5625
375,20220219,20220302,20220226,13351,2181.5625
375,20220219,20220302,20220226,13233,2181.5625
362,20220219,20220302,20220226,26305,2049.0982
379,20220219,20220302,20220226,21560,2181.5625
358,20220219,20220302,20220226,12589,2049.0982
368,20220220,20220303,20220227,16410,2443.35
375,20220220,20220303,20220227,13250,2181.5625
377,20220220,20220303,20220227,21555,2181.5625
352,20220220,20220303,20220227,12674,2071.4196
375,20220220,20220303,20220227,21402,2181.5625
362,20220221,20220304,20220228,28512,2049.0982
360,20220221,20220304,20220228,28519,2049.0982
381,20220221,20220304,20220228,18140,1000.4375
371,20220221,20220304,20220228,29013,2181.5625
368,20220221,20220304,20220228,13420,2443.35
370,20220221,20220304,20220228,16407,2443.35
339,20220221,20220304,20220228,19076,782.99
343,20220221,20220304,20220228,15289,782.99
371,20220221,20220304,20220228,21219,2181.5625
379,20220221,20220304,20220228,21404,2181.5625
362,20220221,20220304,20220228,12680,2049.0982
352,20220222,20220305,20220228,11615,2071.4196
389,20220222,20220305,20220228,17099,1000.4375
381,20220222,20220305,20220228,19258,1000.4375
373,20220222,20220305,20220228,15655,2181.5625
368,20220222,20220305,20220228,13402,2443.35
373,20220222,20220305,20220228,29135,2181.5625
329,20220222,20220305,20220228,19944,782.99
375,20220222,20220305,20220228,13280,2181.5625
373,20220222,20220305,20220228,13353,2181.5625
360,20220222,20220305,20220228,26297,2049.0982
368,20220222,20220305,20220228,21558,2443.35
371,20220223,20220306,20220301,16318,2181.5625
379,20220223,20220306,20220301,13811,2181.5625
385,20220223,20220306,20220301,19192,1000.4375
383,20220223,20220306,20220301,18139,1000.4375
387,20220223,20220306,20220301,14005,1000.4375
385,20220223,20220306,20220301,14024,1000.4375
377,20220223,20220306,20220301,13385,2181.5625
371,20220223,20220306,20220301,13403,2181.5625
369,20220223,20220306,20220301,13425,2443.35
337,20220223,20220306,20220301,20717,782.99
358,20220223,20220306,20220301,26292,2049.0982
360,20220223,20220306,20220301,12670,2049.0982
323,20220223,20220306,20220301,26029,782.99
379,20220224,20220307,20220302,16272,2181.5625
369,20220224,20220307,20220302,25393,2443.35
369,20220224,20220307,20220302,28798,2443.35
335,20220224,20220307,20220302,20711,782.99
327,20220224,20220307,20220302,20718,782.99
377,20220224,20220307,20220302,13316,2181.5625
354,20220224,20220307,20220302,26303,2071.4196
333,20220224,20220307,20220302,15252,782.99
333,20220224,20220307,20220302,15280,782.99
373,20220224,20220307,20220302,21231,2181.5625
362,20220224,20220307,20220302,12673,2049.0982
379,20220225,20220308,20220303,13840,2181.5625
369,20220225,20220308,20220303,13361,2443.35
379,20220225,20220308,20220303,14154,2181.5625
375,20220225,20220308,20220303,13273,2181.5625
370,20220225,20220308,20220303,13299,2443.35
377,20220225,20220308,20220303,13315,2181.5625
373,20220225,20220308,20220303,13354,2181.5625
343,20220225,20220308,20220303,15287,782.99
362,20220226,20220309,20220304,28529,2049.0982
377,20220226,20220309,20220304,13400,2181.5625
373,20220226,20220309,20220304,13278,2181.5625
379,20220226,20220309,20220304,13288,2181.5625
377,20220226,20220309,20220304,13304,2181.5625
360,20220226,20220309,20220304,12681,2049.0982
379,20220227,20220310,20220305,13367,2181.5625
369,20220227,20220310,20220305,16324,2443.35
333,20220227,20220310,20220305,20807,782.99
356,20220227,20220310,20220305,20350,2071.4196
368,20220227,20220310,20220305,21229,2443.35
369,20220227,20220310,20220305,21557,2443.35
356,20220227,20220310,20220305,12581,2071.4196
339,20220227,20220310,20220305,26027,782.99
354,20220228,20220311,20220306,28520,2071.4196
373,20220228,20220311,20220306,16277,2181.5625
371,20220228,20220311,20220306,15626,2181.5625
369,20220228,20220311,20220306,13401,2443.35
368,20220228,20220311,20220306,25104,2443.35
360,20220228,20220311,20220306,26304,2049.0982
379,20220228,20220311,20220306,21553,2181.5625
354,20220228,20220311,20220306,12686,2071.4196
356,20220228,20220311,20220306,12583,2071.4196
360,20220228,20220311,20220306,12585,2049.0982
321,20220228,20220311,20220306,26025,782.99
331,20220228,20220311,20220306,26028,782.99
321,20220228,20220312,20220307,19255,782.99
356,20220228,20220312,20220307,26320,2071.4196
375,20220301,20220313,20220308,15926,2181.5625
373,20220301,20220313,20220308,14203,2181.5625
370,20220301,20220313,20220308,16461,2443.35
341,20220301,20220313,20220308,15303,782.99
381,20220301,20220313,20220308,24887,1000.4375
371,20220301,20220313,20220308,13446,2181.5625
329,20220301,20220313,20220308,26152,782.99
383,20220302,20220314,20220309,19301,1000.4375
358,20220302,20220314,20220309,28685,2049.0982
370,20220302,20220314,20220309,14539,2443.35
379,20220302,20220314,20220309,13438,2181.5625
369,20220302,20220314,20220309,21875,2443.35
379,20220302,20220314,20220309,21893,2181.5625
369,20220302,20220314,20220309,21945,2443.35
352,20220302,20220314,20220309,12693,2071.4196
352,20220303,20220315,20220310,28560,2071.4196
325,20220303,20220315,20220310,20811,782.99
331,20220303,20220315,20220310,20832,782.99
371,20220303,20220315,20220310,21568,2181.5625
373,20220303,20220315,20220310,21899,2181.5625
370,20220303,20220315,20220310,21948,2443.35
379,20220304,20220316,20220311,14424,2181.5625
371,20220304,20220316,20220311,16452,2181.5625
371,20220304,20220316,20220311,14524,2181.5625
377,20220304,20220316,20220311,14538,2181.5625
377,20220305,20220317,20220312,16427,2181.5625
379,20220305,20220317,20220312,13426,2181.5625
368,20220305,20220317,20220312,21888,2443.35
371,20220305,20220317,20220312,21895,2181.5625
369,20220306,20220318,20220313,15932,2443.35
335,20220306,20220318,20220313,19181,782.99
358,20220307,20220319,20220314,28569,2049.0982
373,20220307,20220319,20220314,15927,2181.5625
368,20220307,20220319,20220314,16196,2443.35
371,20220307,20220319,20220314,16470,2181.5625
370,20220307,20220319,20220314,14170,2443.35
325,20220307,20220319,20220314,27071,782.99
377,20220307,20220319,20220314,21572,2181.5625
369,20220307,20220319,20220314,21951,2443.35
360,20220307,20220319,20220314,12214,2049.0982
383,20220308,20220320,20220315,19278,1000.4375
383,20220308,20220320,20220315,19299,1000.4375
360,20220308,20220320,20220315,11605,2049.0982
352,20220308,20220320,20220315,26307,2071.4196
354,20220308,20220320,20220315,26324,2071.4196
333,20220308,20220320,20220315,15311,782.99
370,20220308,20220320,20220315,21892,2443.35
368,20220308,20220320,20220315,21957,2443.35
352,20220308,20220320,20220315,12688,2071.4196
375,20220309,20220321,20220316,14200,2181.5625
373,20220309,20220321,20220316,16446,2181.5625
368,20220309,20220321,20220316,15675,2443.35
377,20220309,20220321,20220316,15684,2181.5625
354,20220309,20220321,20220316,26308,2071.4196
362,20220309,20220321,20220316,26309,2049.0982
343,20220309,20220321,20220316,15308,782.99
373,20220309,20220321,20220316,21946,2181.5625
337,20220309,20220321,20220316,26153,782.99
389,20220310,20220322,20220317,19263,1000.4375
369,20220310,20220322,20220317,16445,2443.35
387,20220310,20220322,20220317,14089,1000.4375
371,20220310,20220322,20220317,13443,2181.5625
370,20220310,20220322,20220317,21567,2443.35
379,20220310,20220322,20220317,21889,2181.5625
354,20220310,20220322,20220317,12215,2071.4196
360,20220310,20220322,20220317,28559,2049.0982
352,20220311,20220323,20220318,11598,2071.4196
377,20220311,20220323,20220318,13429,2181.5625
329,20220311,20220323,20220318,15312,782.99
339,20220311,20220323,20220318,15325,782.99
383,20220311,20220323,20220318,24888,1000.4375
371,20220311,20220323,20220318,21886,2181.5625
329,20220311,20220323,20220318,26148,782.99
385,20220312,20220324,20220319,14083,1000.4375
387,20220312,20220324,20220319,14088,1000.4375
371,20220312,20220324,20220319,13436,2181.5625
379,20220312,20220324,20220319,13449,2181.5625
329,20220312,20220324,20220319,20824,782.99
362,20220312,20220324,20220319,26326,2049.0982
341,20220312,20220324,20220319,15314,782.99
373,20220312,20220324,20220319,21571,2181.5625
377,20220312,20220324,20220319,21956,2181.5625
358,20220312,20220324,20220319,12694,2049.0982
354,20220312,20220324,20220319,28553,2071.4196
360,20220313,20220325,20220320,28683,2049.0982
333,20220313,20220325,20220320,20166,782.99
331,20220313,20220325,20220320,20834,782.99
343,20220313,20220325,20220320,19256,782.99
337,20220313,20220325,20220320,15290,782.99
371,20220313,20220325,20220320,21878,2181.5625
368,20220313,20220325,20220320,21950,2443.35
354,20220313,20220325,20220320,12698,2071.4196
362,20220313,20220325,20220320,12222,2049.0982
368,20220313,20220325,20220320,15674,2443.35
379,20220314,20220326,20220321,14701,2181.5625
377,20220314,20220326,20220321,13431,2181.5625
370,20220314,20220326,20220321,25981,2443.35
362,20220314,20220326,20220321,12699,2049.0982
325,20220315,20220327,20220322,27053,782.99
321,20220315,20220327,20220322,15328,782.99
377,20220315,20220327,20220322,21944,2181.5625
368,20220315,20220327,20220322,21955,2443.35
356,20220315,20220327,20220322,12210,2071.4196
377,20220316,20220328,20220323,15697,2181.5625
389,20220316,20220328,20220323,24613,1000.4375
